city_id,product_id,stock_qty,target_stock,prod_per_day
RE0004,PR025,8.0,3.0,0.08
RE0005,PR001,4.0,4.0,0.045
RE0005,PR002,4.0,4.0,0.033
RE0005,PR003,10.0,10.0,0.2
RE0005,PR004,3.0,5.0,0.0
RE0005,PR005,10.0,5.0,0.06
RE0005,PR006,4.0,4.0,0.5018
RE0005,PR008,7.0,7.0,0.16
RE0005,PR009,0.0,1.0,0.0
RE0005,PR010,0.0,1.0,0.0
RE0005,PR013,3.0,4.0,0.033
RE0005,PR019,0.0,1.0,0.0
RE0005,PR022,5.0,6.0,0.2
RE0005,PR023,11.0,4.0,1.9307
RE0005,PR025,3.0,4.0,0.0
RE0006,PR001,3.0,3.0,0.0631
RE0006,PR002,3.0,3.0,0.2294
RE0006,PR003,8.0,8.0,0.8683
RE0006,PR004,3.0,4.0,0.0
RE0006,PR005,3.0,4.0,0.0
RE0006,PR006,2.0,3.0,0.0
RE0006,PR008,6.0,6.0,1.4747
RE0006,PR009,0.0,1.0,0.0
RE0006,PR010,5.0,2.0,0.1
RE0006,PR013,3.0,3.0,0.0601
RE0006,PR019,0.0,1.0,0.0
RE0006,PR022,5.0,5.0,0.8683
RE0006,PR023,0.0,1.0,0.0
RE0006,PR025,2.0,3.0,0.0
RE0007,PR001,4.0,4.0,0.045
RE0007,PR002,4.0,4.0,0.033
RE0007,PR003,9.0,10.0,0.2
RE0007,PR004,3.0,5.0,0.0
RE0007,PR005,4.0,5.0,0.0
RE0007,PR006,3.0,4.0,0.0
RE0007,PR008,6.0,7.0,0.16
RE0007,PR009,0.0,1.0,0.0
RE0007,PR010,0.0,1.0,0.0
RE0007,PR013,3.0,4.0,0.033
RE0007,PR019,0.0,1.0,0.0
RE0007,PR022,6.0,6.0,0.2
RE0007,PR023,1.0,1.0,0.0
RE0007,PR025,3.0,4.0,0.0
RE0008,PR001,3.0,4.0,0.3122
RE0008,PR002,4.0,4.0,0.033
RE0008,PR003,9.0,10.0,0.2
RE0008,PR004,3.0,5.0,0.0
RE0008,PR005,4.0,5.0,0.0
RE0008,PR006,4.0,4.0,0.0
RE0008,PR008,7.0,7.0,0.16
RE0008,PR009,0.0,1.0,0.0
RE0008,PR010,0.0,1.0,0.0
RE0008,PR013,10.0,4.0,0.5653
RE0008,PR019,0.0,1.0,0.0
RE0008,PR022,5.0,6.0,0.2
RE0008,PR023,0.0,1.0,0.0
RE0008,PR025,3.0,4.0,0.0
RE0009,PR001,3.0,3.0,0.0579
RE0009,PR002,3.0,3.0,0.0601
RE0009,PR003,7.0,8.0,0.3432
RE0009,PR004,3.0,4.0,0.0
RE0009,PR005,4.0,4.0,0.0
RE0009,PR006,3.0,3.0,0.5294
RE0009,PR008,5.0,6.0,0.2808
RE0009,PR009,0.0,1.0,0.0
RE0009,PR010,0.0,1.0,0.0
RE0009,PR013,3.0,3.0,0.0601
RE0009,PR019,0.0,1.0,0.0
RE0009,PR022,4.0,5.0,0.541
RE0009,PR023,0.0,1.0,0.8495
RE0009,PR025,3.0,3.0,0.0
RE0010,PR001,2.0,3.0,0.0579
RE0010,PR002,2.0,3.0,0.0601
RE0010,PR003,13.0,8.0,1.5298
RE0010,PR004,3.0,4.0,0.0
RE0010,PR005,4.0,4.0,0.0
RE0010,PR006,2.0,3.0,0.0
RE0010,PR008,5.0,6.0,0.7842
RE0010,PR009,0.0,1.0,0.0
RE0010,PR010,0.0,1.0,0.0
RE0010,PR013,2.0,3.0,0.0601
RE0010,PR019,0.0,1.0,0.0
RE0010,PR022,11.0,5.0,1.4309
RE0010,PR023,0.0,1.0,0.0
RE0010,PR025,3.0,3.0,0.0
RE0011,PR001,3.0,3.0,0.0579
RE0011,PR002,2.0,3.0,0.0601
RE0011,PR003,7.0,8.0,0.3432
RE0011,PR004,3.0,4.0,0.0
RE0011,PR005,3.0,4.0,0.0
RE0011,PR006,3.0,3.0,0.5294
RE0011,PR008,6.0,6.0,0.2808
RE0011,PR009,0.0,1.0,0.0
RE0011,PR010,0.0,1.0,0.0
RE0011,PR013,2.0,3.0,0.0601
RE0011,PR019,0.0,1.0,0.0
RE0011,PR022,5.0,5.0,0.3432
RE0011,PR023,8.0,3.0,2.0336
RE0011,PR025,2.0,3.0,0.0
RE0012,PR001,3.0,3.0,0.0579
RE0012,PR002,3.0,3.0,0.0601
RE0012,PR003,7.0,8.0,0.541
RE0012,PR004,3.0,4.0,0.0
RE0012,PR005,4.0,4.0,0.0
RE0012,PR006,3.0,3.0,0.0
RE0012,PR008,5.0,6.0,0.2808
RE0012,PR009,0.0,1.0,0.0
RE0012,PR010,0.0,1.0,0.0
RE0012,PR013,2.0,3.0,0.0601
RE0012,PR019,0.0,1.0,0.0
RE0012,PR022,5.0,5.0,0.3432
RE0012,PR023,1.0,1.0,0.0
RE0012,PR025,2.0,3.0,0.0
RE0013,PR001,3.0,3.0,0.071
RE0013,PR002,3.0,3.0,0.2453
RE0013,PR003,7.0,8.0,0.3432
RE0013,PR004,3.0,4.0,0.0
RE0013,PR005,3.0,4.0,0.0
RE0013,PR006,3.0,3.0,0.0
RE0013,PR008,6.0,6.0,0.2808
RE0013,PR009,0.0,1.0,0.0
RE0013,PR010,0.0,1.0,0.0
RE0013,PR013,3.0,3.0,0.0601
RE0013,PR019,0.0,1.0,0.0
RE0013,PR022,4.0,5.0,0.3432
RE0013,PR023,0.0,1.0,0.0
RE0013,PR025,3.0,3.0,0.0
RE0014,PR001,8.0,3.0,0.4252
RE0014,PR002,3.0,3.0,0.0601
RE0014,PR003,8.0,8.0,0.3432
RE0014,PR004,3.0,4.0,0.0
RE0014,PR005,4.0,4.0,0.0
RE0014,PR006,2.0,3.0,0.0
RE0014,PR008,5.0,6.0,0.2808
RE0014,PR009,0.0,1.0,0.0
RE0014,PR010,0.0,1.0,0.0
RE0014,PR013,3.0,3.0,0.3071
RE0014,PR019,0.0,1.0,0.0
RE0014,PR022,4.0,5.0,0.6427
RE0014,PR023,0.0,1.0,0.0
RE0014,PR025,2.0,3.0,0.0
RE0015,PR001,3.0,3.0,0.071
RE0015,PR002,2.0,3.0,0.0601
RE0015,PR003,7.0,8.0,0.3432
RE0015,PR004,3.0,4.0,0.0
RE0015,PR005,3.0,4.0,0.0
RE0015,PR006,3.0,3.0,0.0
RE0015,PR008,5.0,6.0,0.2808
RE0015,PR009,0.0,1.0,0.0
RE0015,PR010,0.0,1.0,0.0
RE0015,PR013,2.0,3.0,0.0601
RE0015,PR019,6.0,2.0,0.1
RE0015,PR022,4.0,5.0,0.3432
RE0015,PR023,0.0,1.0,0.0
RE0015,PR025,2.0,3.0,0.0
RE0016,PR001,2.0,3.0,0.1596
RE0016,PR002,2.0,3.0,0.0601
RE0016,PR003,7.0,8.0,0.7176
RE0016,PR004,3.0,4.0,0.0
RE0016,PR005,4.0,4.0,0.0
RE0016,PR006,3.0,3.0,0.0
RE0016,PR008,5.0,6.0,1.0795
RE0016,PR009,0.0,1.0,0.0
RE0016,PR010,0.0,1.0,0.0
RE0016,PR013,2.0,3.0,0.4306
RE0016,PR019,0.0,1.0,0.0
RE0016,PR022,5.0,5.0,0.7925
RE0016,PR023,0.0,1.0,0.0
RE0016,PR025,3.0,3.0,0.0
RE0017,PR001,3.0,3.0,0.071
RE0017,PR002,3.0,3.0,0.0601
RE0017,PR003,8.0,8.0,0.3432
RE0017,PR004,3.0,4.0,0.0
RE0017,PR005,3.0,4.0,0.0
RE0017,PR006,3.0,3.0,0.3182
RE0017,PR008,5.0,6.0,0.2808
RE0017,PR009,0.0,1.0,0.0
RE0017,PR010,0.0,1.0,0.0
RE0017,PR013,3.0,3.0,0.0601
RE0017,PR019,0.0,1.0,0.0
RE0017,PR022,5.0,5.0,0.3432
RE0017,PR023,8.0,3.0,1.5912
RE0017,PR025,3.0,3.0,0.0
RE0018,PR001,3.0,3.0,0.071
RE0018,PR002,3.0,3.0,0.0601
RE0018,PR003,7.0,8.0,0.3432
RE0018,PR004,3.0,4.0,0.0
RE0018,PR005,3.0,4.0,0.0
RE0018,PR006,7.0,3.0,0.7956
RE0018,PR008,5.0,6.0,0.2808
RE0018,PR009,0.0,1.0,0.0
RE0018,PR010,0.0,1.0,0.0
RE0018,PR013,2.0,3.0,0.0601
RE0018,PR019,0.0,1.0,0.0
RE0018,PR022,5.0,5.0,0.3432
RE0018,PR023,1.0,1.0,1.1466
RE0018,PR025,3.0,3.0,0.0
RE0019,PR001,2.0,3.0,0.071
RE0019,PR002,6.0,3.0,0.4923
RE0019,PR003,8.0,8.0,1.1669
RE0019,PR004,3.0,4.0,0.0
RE0019,PR005,3.0,4.0,0.0
RE0019,PR006,2.0,3.0,0.0
RE0019,PR008,5.0,6.0,1.4789
RE0019,PR009,7.0,2.0,0.1
RE0019,PR010,0.0,1.0,0.0
RE0019,PR013,3.0,3.0,0.0601
RE0019,PR019,0.0,1.0,0.0
RE0019,PR022,4.0,5.0,1.092
RE0019,PR023,0.0,1.0,0.0
RE0019,PR025,2.0,3.0,0.0
RE0020,PR001,3.0,3.0,0.071
RE0020,PR002,3.0,3.0,0.0601
RE0020,PR003,7.0,8.0,0.6427
RE0020,PR004,3.0,4.0,0.0
RE0020,PR005,4.0,4.0,0.0
RE0020,PR006,2.0,3.0,0.0796
RE0020,PR008,5.0,6.0,0.2808
RE0020,PR009,0.0,1.0,0.0
RE0020,PR010,0.0,1.0,0.0
RE0020,PR013,3.0,3.0,0.0601
RE0020,PR019,0.0,1.0,0.0
RE0020,PR022,4.0,5.0,0.3432
RE0020,PR023,0.0,1.0,0.2574
RE0020,PR025,2.0,3.0,0.0
RE0021,PR001,2.0,3.0,0.0579
RE0021,PR002,2.0,3.0,0.3643
RE0021,PR003,8.0,8.0,0.3432
RE0021,PR004,3.0,4.0,0.0
RE0021,PR005,4.0,4.0,0.0
RE0021,PR006,3.0,3.0,0.0
RE0021,PR008,5.0,6.0,0.2808
RE0021,PR009,0.0,1.0,0.0
RE0021,PR010,0.0,1.0,0.0
RE0021,PR013,3.0,3.0,0.0601
RE0021,PR019,0.0,1.0,0.0
RE0021,PR022,5.0,5.0,0.3432
RE0021,PR023,1.0,1.0,0.5921
RE0021,PR025,2.0,3.0,0.0
RE0022,PR001,2.0,3.0,0.2385
RE0022,PR002,3.0,3.0,0.0601
RE0022,PR003,7.0,8.0,0.3432
RE0022,PR004,3.0,4.0,0.0
RE0022,PR005,4.0,4.0,0.0
RE0022,PR006,2.0,3.0,0.0
RE0022,PR008,5.0,6.0,0.2808
RE0022,PR009,0.0,1.0,0.0
RE0022,PR010,0.0,1.0,0.0
RE0022,PR013,7.0,3.0,0.2882
RE0022,PR019,0.0,1.0,0.0
RE0022,PR022,5.0,5.0,0.3432
RE0022,PR023,1.0,1.0,0.0
RE0022,PR025,2.0,3.0,0.0
RE0023,PR001,2.0,3.0,0.0579
RE0023,PR002,2.0,3.0,0.5164
RE0023,PR003,7.0,8.0,0.3432
RE0023,PR004,3.0,4.0,0.0
RE0023,PR005,4.0,4.0,0.0
RE0023,PR006,3.0,3.0,0.0
RE0023,PR008,5.0,6.0,0.5325
RE0023,PR009,0.0,1.0,0.0
RE0023,PR010,0.0,1.0,0.0
RE0023,PR013,2.0,3.0,0.0601
RE0023,PR019,0.0,1.0,0.0
RE0023,PR022,4.0,5.0,0.3432
RE0023,PR023,0.0,1.0,0.0
RE0023,PR025,3.0,3.0,0.0
RE0024,PR001,2.0,3.0,0.0579
RE0024,PR002,3.0,3.0,0.0601
RE0024,PR003,11.0,8.0,0.9365
RE0024,PR004,3.0,4.0,0.0
RE0024,PR005,3.0,4.0,0.0
RE0024,PR006,3.0,3.0,0.0
RE0024,PR008,11.0,6.0,2.0426
RE0024,PR009,0.0,1.0,0.0
RE0024,PR010,0.0,1.0,0.0
RE0024,PR013,2.0,3.0,0.0601
RE0024,PR019,0.0,1.0,0.0
RE0024,PR022,9.0,5.0,1.0354
RE0024,PR023,0.0,1.0,0.0
RE0024,PR025,2.0,3.0,0.0
RE0002,PR016,1.0,2.0,0.0
RE0001,PR016,0.0,1.0,0.0
RE0003,PR016,0.0,1.0,0.0
RE0005,PR016,0.0,1.0,0.0
RE0007,PR016,0.0,1.0,0.0
RE0002,PR031,1.0,2.0,0.0
RE0001,PR031,0.0,1.0,0.0
RE0003,PR031,0.0,1.0,0.0
RE0005,PR031,0.0,1.0,0.0
RE0009,PR031,0.0,1.0,0.0
RE0012,PR017,1.0,2.0,0.0
RE0010,PR017,0.0,1.0,0.0
RE0011,PR017,0.0,1.0,0.0
RE0021,PR017,0.0,1.0,0.0
RE0022,PR017,0.0,1.0,0.0
RE0009,PR007,1.0,2.0,0.0
RE0008,PR007,0.0,1.0,0.0
RE0011,PR007,0.0,1.0,0.0
RE0004,PR011,1.0,2.0,0.0
RE0006,PR011,1.0,2.0,0.0
RE0003,PR011,0.0,1.0,0.0
RE0005,PR011,0.0,1.0,0.0
RE0005,PR024,1.0,2.0,0.0
RE0011,PR024,1.0,2.0,0.0
RE0021,PR024,1.0,2.0,0.0
RE0003,PR024,0.0,1.0,0.0
RE0008,PR024,0.0,1.0,0.0
RE0009,PR024,0.0,1.0,0.0
RE0010,PR024,0.0,1.0,0.0
RE0012,PR024,0.0,1.0,0.0
RE0017,PR024,0.0,1.0,0.0
RE0018,PR024,0.0,1.0,0.0
RE0020,PR024,0.0,1.0,0.0
RE0007,PR027,1.0,2.0,0.0
RE0003,PR027,0.0,1.0,0.0
RE0008,PR027,0.0,1.0,0.0
RE0011,PR027,0.0,1.0,0.0
RE0020,PR027,0.0,1.0,0.0
RE0008,PR028,1.0,2.0,0.0
RE0003,PR028,0.0,1.0,0.0
RE0007,PR028,0.0,1.0,0.0
RE0011,PR028,0.0,1.0,0.0
RE0020,PR028,0.0,1.0,0.0
RE0003,PR029,1.0,2.0,0.0
RE0008,PR029,0.0,1.0,0.0
RE0011,PR029,0.0,1.0,0.0
RE0007,PR026,1.0,2.0,0.0
RE0008,PR026,0.0,1.0,0.0
RE0011,PR026,0.0,1.0,0.0
RE0013,PR018,0.0,1.0,0.03
RE0014,PR018,0.0,1.0,0.02
RE0015,PR018,0.0,1.0,0.02
RE0015,PR020,0.0,1.0,0.03
RE0016,PR020,0.0,1.0,0.02
RE0017,PR020,0.0,1.0,0.01
RE0003,PR021,0.0,1.0,0.03
RE0011,PR021,0.0,1.0,0.01
RE0020,PR021,0.0,1.0,0.01
RE0004,PR012,1.0,2.0,0.05
RE0003,PR012,0.0,1.0,0.0
RE0008,PR012,0.0,1.0,0.0
RE0011,PR012,0.0,1.0,0.0
RE0017,PR012,0.0,1.0,0.0
RE0001,PR014,1.0,2.0,0.0
RE0003,PR014,0.0,1.0,0.0
RE0008,PR014,0.0,1.0,0.0
RE0011,PR014,0.0,1.0,0.0
RE0020,PR014,1.0,2.0,0.08
RE0007,PR015,1.0,2.0,0.0
RE0003,PR015,0.0,1.0,0.0
RE0008,PR015,0.0,1.0,0.0
RE0011,PR015,0.0,1.0,0.0
RE0020,PR015,1.0,2.0,0.1
RE0008,PR030,1.0,2.0,0.08
RE0003,PR030,0.0,1.0,0.0
RE0011,PR030,0.0,1.0,0.0
RE0017,PR030,0.0,1.0,0.0
RE0021,PR030,0.0,1.0,0.0
RE0023,PR014,1.0,2.0,0.07
RE0023,PR015,1.0,2.0,0.05
RE0020,PR032,0.0,1.0,0.05
RE0020,PR033,0.0,1.0,0.08
RE0020,PR034,0.0,1.0,0.05
RE0020,PR035,0.0,1.0,0.07
RE0023,PR032,0.0,1.0,0.03
RE0023,PR033,0.0,1.0,0.05
RE0023,PR034,0.0,1.0,0.03
RE0023,PR035,0.0,1.0,0.06
RE0003,PR032,0.0,1.0,0.0
RE0003,PR033,0.0,1.0,0.0
RE0003,PR034,0.0,1.0,0.0
RE0003,PR035,0.0,1.0,0.0
RE0008,PR032,0.0,1.0,0.0
RE0008,PR033,0.0,1.0,0.0
RE0008,PR034,0.0,1.0,0.0
RE0008,PR035,0.0,1.0,0.0
RE0011,PR032,0.0,1.0,0.0
RE0011,PR033,0.0,1.0,0.0
RE0011,PR034,0.0,1.0,0.0
RE0011,PR035,0.0,1.0,0.0
